"Object","Chain Id","Account Address","Address","Name","Symbol","Decimals","Icon Url","Raw Balance","Balance","Currency","Price","Market Value"
"token","56","0x9586cf28435231d4f997c1186e419dc28b0ad36a","0x0000000000000000000000000000000000000000","Binance Coin","BNB","18","https://token.api.cx.metamask.io/assets/nativeCurrencyLogos/binanceCoin.svg","10000000000200","0.0000100000000002","usd","609.58","0.0060958000001219165"
